,metabolite_id,pH,amount,amount_units,reference,solvent,hmdb_experiment_number,bmrb_accession,database_of_origin,database_of_origin_id,sample_id,frequency,temperature,temperature_units,data_source,real_spectrum_relative_path,multiplet_id1,multiplet_id2,spectrum_id,j
CP:3677.2,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.1,MT:3677.3,SP:3677,-11.5
CP:3677.3,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.2,MT:3677.3,SP:3677,-11.5
CP:3677.4,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.4,MT:3677.5,SP:3677,7.8995361
CP:3677.5,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.5,MT:3677.6,SP:3677,2.0031738
CP:3677.6,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.7,MT:3677.8,SP:3677,-12.4
CP:3677.7,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.7,MT:3677.9,SP:3677,9.0019223
CP:3677.8,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.7,MT:3677.10,SP:3677,2.0803651
CP:3677.9,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.8,MT:3677.9,SP:3677,10.126035
CP:3677.10,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.8,MT:3677.10,SP:3677,8.8643087
CP:3677.11,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.9,MT:3677.10,SP:3677,-12.4
CP:3677.12,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.9,MT:3677.11,SP:3677,5.5788059
CP:3677.13,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.9,MT:3677.12,SP:3677,10.7534022
CP:3677.14,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.10,MT:3677.11,SP:3677,2.284714
CP:3677.15,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.10,MT:3677.12,SP:3677,5.5987122
CP:3677.16,SU:1571,,,,,,,bmse000585,GISSMO,bmse000585,SA:3677,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000585/nmr/set01/1H'],MT:3677.11,MT:3677.12,SP:3677,-12.4
CP:3678.1,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.4,MT:3678.5,SP:3678,8.9816448
CP:3678.2,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.5,MT:3678.6,SP:3678,2.0906441
CP:3678.3,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.7,MT:3678.8,SP:3678,-12.0
CP:3678.4,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.7,MT:3678.9,SP:3678,8.8297393
CP:3678.5,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.7,MT:3678.10,SP:3678,8.8297393
CP:3678.6,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.8,MT:3678.9,SP:3678,8.8297393
CP:3678.7,SU:1619,,,,,,,bmse000988,GISSMO,bmse000988,SA:3678,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000988/nmr/set01/1H'],MT:3678.8,MT:3678.10,SP:3678,8.8297393
CP:3679.1,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.1,MT:3679.2,SP:3679,7.3559025
CP:3679.2,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.1,MT:3679.3,SP:3679,1.281395
CP:3679.3,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.1,MT:3679.4,SP:3679,8.0856559
CP:3679.4,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.2,MT:3679.3,SP:3679,8.2942485
CP:3679.5,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.2,MT:3679.4,SP:3679,1.4275791
CP:3679.6,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.5,MT:3679.6,SP:3679,-12.4
CP:3679.7,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.5,MT:3679.7,SP:3679,6.9563228
CP:3679.8,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.5,MT:3679.8,SP:3679,6.0345611
CP:3679.9,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.6,MT:3679.7,SP:3679,-0.0105949
CP:3679.10,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.6,MT:3679.8,SP:3679,5.6919584
CP:3679.11,SU:1584,,,,,,,bmse000750,GISSMO,bmse000750,SA:3679,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000750/nmr/set01/1H'],MT:3679.7,MT:3679.8,SP:3679,-12.4
CP:3680.1,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.1,MT:3680.2,SP:3680,1.1823946
CP:3680.2,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.3,MT:3680.4,SP:3680,-13.0297862
CP:3680.3,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.3,MT:3680.5,SP:3680,7.213433
CP:3680.4,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.3,MT:3680.6,SP:3680,6.0226397
CP:3680.5,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.4,MT:3680.5,SP:3680,8.1029474
CP:3680.6,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.4,MT:3680.6,SP:3680,6.8239893
CP:3680.7,SU:427,,,,,,,bmse000744,GISSMO,bmse000744,SA:3680,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000744/nmr/set01/1H'],MT:3680.5,MT:3680.6,SP:3680,-12.6746726
CP:3681.1,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.1,MT:3681.2,SP:3681,-12.5
CP:3681.2,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.1,MT:3681.3,SP:3681,4.7602807
CP:3681.3,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.1,MT:3681.4,SP:3681,4.7602807
CP:3681.4,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.2,MT:3681.3,SP:3681,4.7602807
CP:3681.5,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.2,MT:3681.4,SP:3681,4.7602807
CP:3681.6,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.3,MT:3681.4,SP:3681,-11.5
CP:3681.7,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.5,MT:3681.6,SP:3681,-11.5
CP:3681.8,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.5,MT:3681.7,SP:3681,4.7602807
CP:3681.9,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.5,MT:3681.8,SP:3681,4.7602807
CP:3681.10,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.6,MT:3681.7,SP:3681,4.7602807
CP:3681.11,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.6,MT:3681.8,SP:3681,4.7602807
CP:3681.12,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.7,MT:3681.8,SP:3681,-12.5
CP:3681.13,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.9,MT:3681.10,SP:3681,-14.0
CP:3681.14,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.9,MT:3681.11,SP:3681,9.0868006
CP:3681.15,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.9,MT:3681.12,SP:3681,6.9835687
CP:3681.16,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.10,MT:3681.11,SP:3681,6.9835687
CP:3681.17,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.10,MT:3681.12,SP:3681,9.0868006
CP:3681.18,SU:1523,,,,,,,bmse000787,GISSMO,bmse000787,SA:3681,499.84,,,xml,"['BMRB/bmrb_metabolomics/bmse000787/nmr/set02/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set03/1', 'BMRB/bmrb_metabolomics/bmse000787/nmr/set01/1']",MT:3681.11,MT:3681.12,SP:3681,-14.0
CP:3682.1,SU:70,,,,,,,bmse000977,GISSMO,bmse000977,SA:3682,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000977/nmr/set01/1H'],MT:3682.1,MT:3682.2,SP:3682,-12.4
CP:3683.1,SU:1889,,,,,,,bmse000962,GISSMO,bmse000962,SA:3683,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000962/nmr/set01/1H'],MT:3683.1,MT:3683.2,SP:3683,8.9006366
CP:3683.2,SU:1889,,,,,,,bmse000962,GISSMO,bmse000962,SA:3683,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000962/nmr/set01/1H'],MT:3683.1,MT:3683.3,SP:3683,2.548376
CP:3684.1,SU:107,,,,,,,bmse000976,GISSMO,bmse000976,SA:3684,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000976/nmr/set01/1H'],MT:3684.1,MT:3684.2,SP:3684,-15.3505176
CP:3684.2,SU:107,,,,,,,bmse000976,GISSMO,bmse000976,SA:3684,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000976/nmr/set01/1H'],MT:3684.1,MT:3684.5,SP:3684,7.6337701
CP:3684.3,SU:107,,,,,,,bmse000976,GISSMO,bmse000976,SA:3684,600.13,,,xml,['BMRB/bmrb_metabolomics/bmse000976/nmr/set01/1H'],MT:3684.2,MT:3684.5,SP:3684,5.0292665
CP:3686.1,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.1,MT:3686.2,SP:3686,-12.5
CP:3686.2,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.1,MT:3686.3,SP:3686,-12.5
CP:3686.3,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.1,MT:3686.4,SP:3686,7.257931
CP:3686.4,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.1,MT:3686.5,SP:3686,7.257931
CP:3686.5,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.2,MT:3686.3,SP:3686,-12.5
CP:3686.6,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.2,MT:3686.4,SP:3686,7.257931
CP:3686.7,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.2,MT:3686.5,SP:3686,7.257931
CP:3686.8,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.3,MT:3686.4,SP:3686,7.257931
CP:3686.9,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.3,MT:3686.5,SP:3686,7.257931
CP:3686.10,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.4,MT:3686.5,SP:3686,-12.4
CP:3686.11,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.6,MT:3686.7,SP:3686,-12.4
CP:3686.12,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.6,MT:3686.8,SP:3686,7.257931
CP:3686.13,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.6,MT:3686.9,SP:3686,7.257931
CP:3686.14,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.6,MT:3686.10,SP:3686,7.257931
CP:3686.15,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.7,MT:3686.8,SP:3686,7.257931
CP:3686.16,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.7,MT:3686.9,SP:3686,7.257931
CP:3686.17,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.7,MT:3686.10,SP:3686,7.257931
CP:3686.18,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.8,MT:3686.9,SP:3686,-12.5
CP:3686.19,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.8,MT:3686.10,SP:3686,-12.5
CP:3686.20,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.9,MT:3686.10,SP:3686,-12.5
CP:3686.21,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.11,MT:3686.12,SP:3686,-12.4
CP:3686.22,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.11,MT:3686.13,SP:3686,6.0735939
CP:3686.23,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.11,MT:3686.14,SP:3686,6.0735939
CP:3686.24,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.12,MT:3686.13,SP:3686,6.0735939
CP:3686.25,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.12,MT:3686.14,SP:3686,6.0735939
CP:3686.26,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.13,MT:3686.14,SP:3686,-12.4
CP:3686.27,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.15,MT:3686.16,SP:3686,0.1
CP:3686.28,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.17,MT:3686.18,SP:3686,-11.5
CP:3686.29,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.17,MT:3686.19,SP:3686,-11.5
CP:3686.30,SU:1789,,,,,,,bmse000779,GISSMO,bmse000779,SA:3686,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000779/nmr/set01/1H'],MT:3686.18,MT:3686.19,SP:3686,-11.5
CP:3687.1,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.1,MT:3687.2,SP:3687,-15.1668976
CP:3687.2,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.1,MT:3687.3,SP:3687,11.171193
CP:3687.3,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.1,MT:3687.4,SP:3687,5.3751009
CP:3687.4,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.1,MT:3687.7,SP:3687,2.9416451
CP:3687.5,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.1,MT:3687.8,SP:3687,8.0377628
CP:3687.6,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.2,MT:3687.3,SP:3687,4.3790328
CP:3687.7,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.2,MT:3687.4,SP:3687,9.7057258
CP:3687.8,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.2,MT:3687.7,SP:3687,11.8229263
CP:3687.9,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.2,MT:3687.8,SP:3687,2.9520305
CP:3687.10,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.3,MT:3687.4,SP:3687,-13.3886146
CP:3687.11,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.3,MT:3687.5,SP:3687,5.6552866
CP:3687.12,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.3,MT:3687.6,SP:3687,8.2940143
CP:3687.13,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.4,MT:3687.5,SP:3687,5.4209402
CP:3687.14,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.4,MT:3687.6,SP:3687,8.339599
CP:3687.15,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.5,MT:3687.6,SP:3687,-13.9687256
CP:3687.16,SU:324,,,,,,,bmse000745,GISSMO,bmse000745,SA:3687,499.84,,,xml,['BMRB/bmrb_metabolomics/bmse000745/nmr/set01/1H'],MT:3687.7,MT:3687.8,SP:3687,-13.8271181
