,version,creation_date,update_date,accession,status,name,description,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey,state,chemspider_id,drugbank_id,foodb_id,pubchem_compound_id,pdb_id,chebi_id,phenol_explorer_compound_id,knapsack_id,kegg_id,biocyc_id,bigg_id,wikipedia_id,metlin_id,vmh_id,fbonto_id,synthesis_reference,hmdb_accession
SU:17,5.0,2005-11-16 15:48:42 UTC,2020-02-27 20:29:27 UTC,HMDB0000026,quantified,Ureidopropionic acid,"Ureidopropionic acid, also known as 3-ureidopropanoate or N-carbamoyl-beta-alanine, belongs to the class of organic compounds known as ureas. Ureas are compounds containing two amine groups joined by a carbonyl (C=O) functional group. Ureidopropionic acid is an intermediate in the metabolism of uracil. More specifically, it is a breakdown product of dihydrouracil and is produced by the enzyme dihydropyrimidase. It is further decomposed into beta-alanine via the enzyme beta-ureidopropionase. Ureidopropionic acid is essentially a urea derivative of beta-alanine. High levels of ureidopropionic acid are found in individuals with beta-ureidopropionase (UP) deficiency (PMID: 11675655). Enzyme deficiencies in pyrimidine metabolism are associated with a risk for severe toxicity against the antineoplastic agent 5-fluorouracil. Ureidopropionic acid has been detected, but not quantified in, several different foods, such as gram beans, broccoli, climbing beans, oriental wheat, and mandarin orange (clementine, tangerine). This could make ureidopropionic acid a potential biomarker for the consumption of these foods.",C4H8N2O3,132.1179,132.053492132,3-(carbamoylamino)propanoic acid,ureidopropionic acid,462-88-4,NC(=O)NCCC(O)=O,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)",JSJWCHRYRHKBBW-UHFFFAOYSA-N,Solid,109.0,,FDB021879,,,18261.0,,,C02642,3-UREIDO-PROPIONATE,,3-Ureidopropionic_acid,,,,"w-Ureido carboxylic acids.    (1962),     3 pp.  GB  913713  19621228  CAN 58:72975  AN 1963:72975    ",HMDB0000026
SU:18,5.0,2005-11-16 15:48:42 UTC,2021-09-14 15:19:03 UTC,HMDB0000030,quantified,Biotin,"Biotin is an enzyme co-factor present in minute amounts in every living cell. Biotin is also known as coenzyme R and vitamin H or B7. It occurs mainly bound to proteins or polypeptides and is abundant in liver, kidney, pancreas, yeast, and milk. Biotin has been recognized as an essential nutrient. Humans fulfill their biotin requirement through their diet through endogenous reutilization of biotin and perhaps through the capture of biotin generated in the intestinal flora. The utilization of biotin for covalent attachment to carboxylases and its reutilization through the release of carboxylase biotin after proteolytic degradation constitutes the 'biotin cycle'. Biotin deficiency is associated with neurological manifestations, skin rash, hair loss, and metabolic disturbances that are thought to relate to the various carboxylase deficiencies (metabolic ketoacidosis with lactic acidosis). It has also been suggested that biotin deficiency is associated with protein malnutrition, and that marginal biotin deficiency in pregnant women may be teratogenic. Biotin acts as a carboxyl carrier in carboxylation reactions. There are four biotin-dependent carboxylases in mammals: those of propionyl-CoA (PCC), 3-methylcrotonyl-CoA (MCC), pyruvate (PC), and acetyl-CoA carboxylases (isoforms ACC-1 and ACC-2). All but ACC-2 are mitochondrial enzymes. The biotin moiety is covalently bound to the epsilon amino group of a lysine residue in each of these carboxylases in a domain 60-80 amino acids long. The domain is structurally similar among carboxylases from bacteria to mammals. Evidence is emerging that biotin participates in processes other than classical carboxylation reactions. Specifically, novel roles for biotin in cell signalling, gene expression, and chromatin structure have been identified in recent years. Human cells accumulate biotin by using both the sodium-dependent multivitamin transporter and monocarboxylate transporter 1. These transporters and other biotin-binding proteins partition biotin to compartments involved in biotin signalling: cytoplasm, mitochondria, and nuclei. The activity of cell signals such as biotinyl-AMP, Sp1 and Sp3, nuclear factor (NF)-kappaB, and receptor tyrosine kinases depends on biotin supply. Consistent with a role for biotin and its catabolites in modulating these cell signals, greater than 2000 biotin-dependent genes have been identified in various human tissues. Many biotin-dependent gene products play roles in signal transduction and localize to the cell nucleus, consistent with a role for biotin in cell signalling. Posttranscriptional events related to ribosomal activity and protein folding may further contribute to the effects of biotin on gene expression. Finally, research has shown that biotinidase and holocarboxylase synthetase mediate covalent binding of biotin to histones (DNA-binding proteins), affecting chromatin structure; at least seven biotinylation sites have been identified in human histones. Biotinylation of histones appears to play a role in cell proliferation, gene silencing, and the cellular response to DNA repair. Roles for biotin in cell signalling and chromatin structure are consistent with the notion that biotin has a unique significance in cell biology (PMID: 15992684, 16011464).",C10H16N2O3S,244.311,244.088163078,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid","5-[(3aS,4S,6aR)-2-oxo-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid",58-85-5,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",YBJHBAHKTGYVGT-ZKWXMUAHSA-N,Solid,149962.0,DB00121,FDB014510,171548.0,,15956.0,,C00000756,C00120,BIOTIN,33931.0,Biotin,243.0,BTN,,"Corey, E. J.; Mehrotra, Mukund M.  A simple and enantioselective synthesis of (+)-biotin.  Tetrahedron Letters  (1988),  29(1),  57-60.",HMDB0000030
SU:20,5.0,2005-11-16 15:48:42 UTC,2021-09-14 14:57:08 UTC,HMDB0000033,quantified,Carnosine,"Carnosine, which is also known as beta-alanyl-L-histidine) is a dipeptide consisting of the amino acids beta-alanine and histidine. It is found exclusively in animal tissues and is naturally produced in the body by the liver. Carnosine has a pKa value of 6.83, making it a good buffer for the pH range of animal muscles.  Since beta-alanine is a non-proteogenic amino acid and is not incorporated into proteins, carnosine can be stored at relatively high concentrations (millimolar) in muscles, with concentrations as high as 17‚Äì25 mmol/kg (dry muscle). Carnosine is also highly concentrated in brain tissues. Carnosine has been shown to scavenge reactive oxygen species (ROS) as well as alpha-beta unsaturated aldehydes formed from peroxidation of fatty acids during oxidative stress. The antioxidant mechanism of carnosine is attributed to its chelating effect against divalent metal ions, superoxide dismutase (SOD)-like activity, as well as its ROS and free radicals scavenging ability (PMID: 16406688). Carnosine also buffers muscle cells, and acts as a neurotransmitter in the brain. Carnosine has the potential to suppress many of the biochemical changes that accompany ageing (e.g. protein oxidation, glycation, AGE formation, and cross-linking) and associated pathologies (PMID: 16804013). Some autistic patients take carnosine as a dietary supplement and attribute an improvement in their condition to it. Supplemental carnosine may increase corticosterone levels. This may explain the ""hyperactivity"" seen in autistic subjects at higher doses. A positive association between muscle tissue carnosine concentration and exercise performance has been found. Œ≤-Alanine supplementation is thought increase exercise performance by promoting carnosine production in muscle. Exercise has conversely been found to increase muscle carnosine concentrations, and muscle carnosine content is higher in athletes engaging in anaerobic exercise. Carnosine is also a biomarker for the consumption of meat. Elevated levels of urinary and plasma carnosine are associated with carnosinuria (also known as carnosinemia), which is an inborn error of metabolism. caused by a deficiency of the enzyme carnosinase. Carnosinas cleaves carnosine into its constituent amino acids: Œ≤-Alanine and histidine. Carnonsinemia results in an excess of carnosine in the urine, cerebrospinal fluid, blood, and nervous tissue. A variety of neurological symptoms have been associated with carnosinemia. They include: hypotonia, developmental delay, mental retardation, degeneration of axons, sensory neuropathy, tremors, demyelinization, gray matter anomalies, myoclonic seizures, and loss of purkinje fibers.",C9H14N4O3,226.2325,226.106590334,(2S)-2-(3-aminopropanamido)-3-(1H-imidazol-5-yl)propanoic acid,β-alanyl-L-histidine,305-84-0,NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1",CQOVPNPJLQNMDC-ZETCQYMHSA-N,Solid,388363.0,DB11695,FDB012937,439224.0,,15727.0,,,C00386,CARNOSINE,1800369.0,Carnosine,38.0,ALAHIS,," Vezenkov, L.; Yanachkov, O. Synthesis of carnosine by trimethylsilyl protection. Dokladi na Bulgarskata Akademiya na Naukite (1991), 44(8), 53-6",HMDB0000033
SU:21,5.0,2005-11-16 15:48:42 UTC,2020-11-09 23:11:41 UTC,HMDB0000034,quantified,Adenine,"Adenine is a purine base. Adenine is found in both DNA and RNA. Adenine is a fundamental component of adenine nucleotides. Adenine forms adenosine, a nucleoside, when attached to ribose, and deoxyadenosine when attached to deoxyribose; it forms adenosine triphosphate (ATP), a nucleotide, when three phosphate groups are added to adenosine. Adenosine triphosphate is used in cellular metabolism as one of the basic methods of transferring chemical energy between chemical reactions. Purine inborn errors of metabolism (IEM) are serious hereditary disorders, which should be suspected in any case of neonatal fitting, failure to thrive, recurrent infections, neurological deficit, renal disease, self-mutilation and other manifestations. Investigation usually starts with uric acid (UA) determination in urine and plasma. (OMIM 300322, 229600, 603027, 232400, 232600, 232800, 201450, 220150, 232200, 162000, 164050, 278300). (PMID: 17052198, 17520339).",C5H5N5,135.1267,135.054495185,7H-purin-6-amine,vitamin B4,73-24-5,NC1=C2NC=NC2=NC=N1,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N,Solid,185.0,DB00173,FDB012266,190.0,,16708.0,,C00001490,C00147,ADENINE,34039.0,Adenine,85.0,ADE,,"Baddiley, J.; Lythgoe, B.; Todd, A. R. Synthesis of purine nucleosides. II. A new and convenient synthesis of adenine. Journal of the Chemical Society (1943), 386-7.",HMDB0000034
SU:21,5.0,2005-11-16 15:48:42 UTC,2020-11-09 23:11:41 UTC,HMDB0000034,quantified,Adenine,"Adenine is a purine base. Adenine is found in both DNA and RNA. Adenine is a fundamental component of adenine nucleotides. Adenine forms adenosine, a nucleoside, when attached to ribose, and deoxyadenosine when attached to deoxyribose; it forms adenosine triphosphate (ATP), a nucleotide, when three phosphate groups are added to adenosine. Adenosine triphosphate is used in cellular metabolism as one of the basic methods of transferring chemical energy between chemical reactions. Purine inborn errors of metabolism (IEM) are serious hereditary disorders, which should be suspected in any case of neonatal fitting, failure to thrive, recurrent infections, neurological deficit, renal disease, self-mutilation and other manifestations. Investigation usually starts with uric acid (UA) determination in urine and plasma. (OMIM 300322, 229600, 603027, 232400, 232600, 232800, 201450, 220150, 232200, 162000, 164050, 278300). (PMID: 17052198, 17520339).",C5H5N5,135.1267,135.054495185,7H-purin-6-amine,vitamin B4,73-24-5,NC1=C2NC=NC2=NC=N1,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N,Solid,185.0,DB00173,FDB012266,190.0,,16708.0,,C00001490,C00147,ADENINE,34039.0,Adenine,85.0,ADE,,"Baddiley, J.; Lythgoe, B.; Todd, A. R. Synthesis of purine nucleosides. II. A new and convenient synthesis of adenine. Journal of the Chemical Society (1943), 386-7.",HMDB0000034
SU:25,5.0,2005-11-16 15:48:42 UTC,2021-09-07 19:37:13 UTC,HMDB0000039,quantified,Butyric acid,"Butyric acid is a short-chain fatty acid (SCFA) formed in the mammalian colon by bacterial fermentation of carbohydrates (including dietary fibre). It is a straight-chain alkyl carboxylic acid that appears as an oily, colorless liquid with an unpleasant (rancid butter) odor. The name butyric acid comes from the Greek word for ""butter"", the substance in which it was first found. Triglycerides of butyric acid constitute 3‚Äì4% of butter. When butter goes rancid, butyric acid is liberated from the short-chain triglycerides via hydrolysis. Butyric acid is a widely distributed SCFA and is found in all organisms ranging from bacteria to plants to animals. It is present in animal fat and plant oils, bovine milk, breast milk, butter, parmesan cheese, body odor and vomit. While butyric acid has an unpleasant odor, it does have a pleasant buttery taste. As a result, butyric acid is used as a flavoring agent in food manufacturing. Low-molecular-weight esters of butyric acid, such as methyl butyrate, also have very pleasant aromas or tastes. As a result, several butyrate esters are used as food and perfume additives. Butyrate is naturally produced by fermentation processes performed by obligate anaerobic bacteria found in the mammalian gut. It is a metabolite of several bacterial genera including Anaerostipes, Coprococcus, Eubacterium, Faecalibacterium and Roseburia (PMID: 12324374; PMID: 27446020). Highly-fermentable fiber residues, such as those from resistant starch, oat bran, pectin, and guar can be transformed by colonic bacteria into butyrate. One study found that resistant starch consistently produces more butyrate than other types of dietary fibre (PMID: 14747692). The production of butyrate from fibres in ruminant animals such as cattle is responsible for the butyrate content of milk and butter. Butyrate has a number of important biological functions and binds to several specific receptors. In humans, butyric acid is one of two primary endogenous agonists of human hydroxycarboxylic acid receptor 2 (HCA2), a G protein-coupled receptor. Like other SCFAs, butyrate is also an agonist at the free fatty acid receptors FFAR2 and FFAR3, which function as nutrient sensors that facilitate the homeostatic control of energy balance. Butyrate is essential to host immune homeostasis (PMID: 25875123). Butyrate's effects on the immune system are mediated through the inhibition of class I histone deacetylases (specifically, HDAC1, HDAC2, HDAC3, and HDAC8) and activation of its G-protein coupled receptor targets including HCA2, FFAR2 and FFAR3. Among the short-chain fatty acids, butyrate is the most potent promoter of intestinal regulatory T cells in vitro and the only SCFA that is an HCA2 ligand (PMID: 25741338). Butyrate has been shown to be a critical mediator of the colonic inflammatory response. It possesses both preventive and therapeutic potential to counteract inflammation-mediated ulcerative colitis and colorectal cancer. As a short-chain fatty acid, butyrate is metabolized by mitochondria as an energy source through fatty acid metabolism. In particular, it is an important energy source for cells lining the mammalian colon (colonocytes). Without butyrate, colon cells undergo autophagy (i.e., self-digestion) and die.",C4H8O2,88.1051,88.0524295,butanoic acid,butyric acid,107-92-6,CCCC(O)=O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,Liquid,259.0,DB03568,FDB031031,264.0,,30772.0,,C00001180,C00246,BUTYRIC_ACID,34376.0,Butyric_acid,107.0,BUT,,"Shan, Zhiping.  Preparation of butyric acid by hydrogenation of maleic anhydride. U.S. Pat. Appl. Publ.  (2008),     6pp. ",HMDB0000039
SU:26,5.0,2005-11-16 15:48:42 UTC,2021-09-07 16:24:00 UTC,HMDB0000042,quantified,Acetic acid,"Acetic acid is a two-carbon, straight-chain fatty acid. It is the smallest short-chain fatty acid (SCFA) and one of the simplest carboxylic acids. is an acidic, colourless liquid and is the main component in vinegar. Acetic acid has a sour taste and pungent smell. It is an important chemical reagent and industrial chemical that is used in the production of plastic soft drink bottles, photographic film; and polyvinyl acetate for wood glue, as well as many synthetic fibres and fabrics. In households diluted acetic acid is often used as a cleaning agent. In the food industry acetic acid is used as an acidity regulator. Acetic acid is found in all organisms, from bacteria to plants to humans. The acetyl group, derived from acetic acid, is fundamental to the biochemistry of virtually all forms of life. When bound to coenzyme A (to form acetylCoA) it is central to the metabolism of carbohydrates and fats. However, the concentration of free acetic acid in cells is kept at a low level to avoid disrupting the control of the pH of the cell contents. Acetic acid is produced and excreted in large amounts by certain acetic acid bacteria, notably the Acetobacter genus and Clostridium acetobutylicum. These bacteria are found universally in foodstuffs, water, and soil. Due to their widespread presence on fruit, acetic acid is produced naturally as fruits and many other sugar-rich foods spoil. Several species of anaerobic bacteria, including members of the genus Clostridium and Acetobacterium can convert sugars to acetic acid directly. However, Clostridium bacteria are less acid-tolerant than Acetobacter. Even the most acid-tolerant Clostridium strains can produce acetic acid in concentrations of only a few per cent, compared to Acetobacter strains that can produce acetic acid in concentrations up to 20%. Acetic acid is also a component of the vaginal lubrication of humans and other primates, where it appears to serve as a mild antibacterial agent. Acetic acid can be found in other biofluids such as urine at low concentrations. Urinary acetic acid is produced by bacteria such as Escherichia coli, Pseudomonas aeruginosa, Klebsiella pneumonia, Enterobacter, Acinetobacter, Proteus mirabilis, Citrobacter frundii, Enterococcus faecalis, Streptococcus group B, Staphylococcus saprophyticus (PMID: 22292465). Acetic acid concentrations greater than 30 uM/mM creatinine in the urine can indicate a urinary tract infection, which typically suggests the presence of E. coli or Klebshiella pneumonia in the urinary tract. (PMID: 24909875) Acetic acid is also produced by other bacteria such as Akkermansia, Bacteroidetes, Bifidobacterium, Prevotella and Ruminococcus (PMID: 20444704; PMID: 22292465).",C2H4O2,60.052,60.021129372,acetic acid,acetic acid,64-19-7,CC(O)=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,Liquid,171.0,DB03166,FDB019725,176.0,,15366.0,,C00001176,C00033,ACET,33590.0,Acetic_acid,3206.0,AC,,"Law, David John. Process for the preparation of carboxylic acids and/or derivatives thereof.  PCT Int. Appl.  (2007), 14pp.",HMDB0000042
SU:26,5.0,2005-11-16 15:48:42 UTC,2021-09-07 16:24:00 UTC,HMDB0000042,quantified,Acetic acid,"Acetic acid is a two-carbon, straight-chain fatty acid. It is the smallest short-chain fatty acid (SCFA) and one of the simplest carboxylic acids. is an acidic, colourless liquid and is the main component in vinegar. Acetic acid has a sour taste and pungent smell. It is an important chemical reagent and industrial chemical that is used in the production of plastic soft drink bottles, photographic film; and polyvinyl acetate for wood glue, as well as many synthetic fibres and fabrics. In households diluted acetic acid is often used as a cleaning agent. In the food industry acetic acid is used as an acidity regulator. Acetic acid is found in all organisms, from bacteria to plants to humans. The acetyl group, derived from acetic acid, is fundamental to the biochemistry of virtually all forms of life. When bound to coenzyme A (to form acetylCoA) it is central to the metabolism of carbohydrates and fats. However, the concentration of free acetic acid in cells is kept at a low level to avoid disrupting the control of the pH of the cell contents. Acetic acid is produced and excreted in large amounts by certain acetic acid bacteria, notably the Acetobacter genus and Clostridium acetobutylicum. These bacteria are found universally in foodstuffs, water, and soil. Due to their widespread presence on fruit, acetic acid is produced naturally as fruits and many other sugar-rich foods spoil. Several species of anaerobic bacteria, including members of the genus Clostridium and Acetobacterium can convert sugars to acetic acid directly. However, Clostridium bacteria are less acid-tolerant than Acetobacter. Even the most acid-tolerant Clostridium strains can produce acetic acid in concentrations of only a few per cent, compared to Acetobacter strains that can produce acetic acid in concentrations up to 20%. Acetic acid is also a component of the vaginal lubrication of humans and other primates, where it appears to serve as a mild antibacterial agent. Acetic acid can be found in other biofluids such as urine at low concentrations. Urinary acetic acid is produced by bacteria such as Escherichia coli, Pseudomonas aeruginosa, Klebsiella pneumonia, Enterobacter, Acinetobacter, Proteus mirabilis, Citrobacter frundii, Enterococcus faecalis, Streptococcus group B, Staphylococcus saprophyticus (PMID: 22292465). Acetic acid concentrations greater than 30 uM/mM creatinine in the urine can indicate a urinary tract infection, which typically suggests the presence of E. coli or Klebshiella pneumonia in the urinary tract. (PMID: 24909875) Acetic acid is also produced by other bacteria such as Akkermansia, Bacteroidetes, Bifidobacterium, Prevotella and Ruminococcus (PMID: 20444704; PMID: 22292465).",C2H4O2,60.052,60.021129372,acetic acid,acetic acid,64-19-7,CC(O)=O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,Liquid,171.0,DB03166,FDB019725,176.0,,15366.0,,C00001176,C00033,ACET,33590.0,Acetic_acid,3206.0,AC,,"Law, David John. Process for the preparation of carboxylic acids and/or derivatives thereof.  PCT Int. Appl.  (2007), 14pp.",HMDB0000042
SU:28,5.0,2005-11-16 15:48:42 UTC,2021-09-14 15:47:19 UTC,HMDB0000045,quantified,Adenosine monophosphate,"Adenosine monophosphate, also known as 5'-adenylic acid and abbreviated AMP, is a nucleotide that is found in RNA. It is an ester of phosphoric acid with the nucleoside adenosine. AMP consists of the phosphate group, the pentose sugar ribose, and the nucleobase adenine. AMP can be produced during ATP synthesis by the enzyme adenylate kinase. AMP has recently been approved as a 'Bitter Blocker' additive to foodstuffs. When AMP is added to bitter foods or foods with a bitter aftertaste it makes them seem 'sweeter'. This potentially makes lower calorie food products more palatable.",C10H14N5O7P,347.2212,347.063084339,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",adenylate,61-19-8,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N,Solid,5858.0,DB00131,FDB030677,6083.0,,16027.0,,C00019347,C00020,AMP,33534.0,Adenylic_acid,5111.0,AMP,,,HMDB0000045
SU:28,5.0,2005-11-16 15:48:42 UTC,2021-09-14 15:47:19 UTC,HMDB0000045,quantified,Adenosine monophosphate,"Adenosine monophosphate, also known as 5'-adenylic acid and abbreviated AMP, is a nucleotide that is found in RNA. It is an ester of phosphoric acid with the nucleoside adenosine. AMP consists of the phosphate group, the pentose sugar ribose, and the nucleobase adenine. AMP can be produced during ATP synthesis by the enzyme adenylate kinase. AMP has recently been approved as a 'Bitter Blocker' additive to foodstuffs. When AMP is added to bitter foods or foods with a bitter aftertaste it makes them seem 'sweeter'. This potentially makes lower calorie food products more palatable.",C10H14N5O7P,347.2212,347.063084339,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",adenylate,61-19-8,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N,Solid,5858.0,DB00131,FDB030677,6083.0,,16027.0,,C00019347,C00020,AMP,33534.0,Adenylic_acid,5111.0,AMP,,,HMDB0000045
SU:30,5.0,2005-11-16 15:48:42 UTC,2021-09-14 15:47:19 UTC,HMDB0000050,quantified,Adenosine,"Adenosine is a nucleoside that is composed of adenine and D-ribose. Adenosine or adenosine derivatives play many important biological roles in addition to being components of DNA and RNA. For instance, adenosine plays an important role in energy transfer as adenosine triphosphate (ATP) and adenosine diphosphate (ADP). It also plays a role in signal transduction as cyclic adenosine monophosphate (cAMP). Adenosine itself is both a neurotransmitter and potent vasodilator. When administered intravenously adenosine causes transient heart block in the AV node. Due to the effects of adenosine on AV node-dependent supraventricular tachycardia, adenosine is considered a class V antiarrhythmic agent. Overdoses of adenosine intake (as a drug) can lead to several side effects including chest pain, feeling faint, shortness of breath, and tingling of the senses. Serious side effects include a worsening dysrhythmia and low blood pressure. When present in sufficiently high levels, adenosine can act as an immunotoxin and a metabotoxin. An immunotoxin disrupts, limits the function, or destroys immune cells. A metabotoxin is an endogenous metabolite that causes adverse health effects at chronically high levels. Chronically high levels of adenosine are associated with adenosine deaminase deficiency. Adenosine is a precursor to deoxyadenosine, which is a precursor to dATP. A buildup of dATP in cells inhibits ribonucleotide reductase and prevents DNA synthesis, so cells are unable to divide. Since developing T cells and B cells are some of the most mitotically active cells, they are unable to divide and propagate to respond to immune challenges. High levels of deoxyadenosine also lead to an increase in S-adenosylhomocysteine, which is toxic to immature lymphocytes.",C10H13N5O4,267.2413,267.096753929,"(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",adenosine,58-61-7,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N,Solid,54923.0,DB00640,FDB003554,60961.0,,16335.0,,C00007444,C00212,ADENOSINE,34273.0,Adenosine,86.0,ADN,,"Liao, Ben-ren; Yuan, Zhen-wen.  Synthesis of adenosine from inosine.    Huaxue Shiji  (2006),  28(10),  633-634.",HMDB0000050
